Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Name
Bachelors,2014,Bangalore,1,26,Male,No,4,0,Reyansh Nair
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,Vihaan Banerjee
Bachelors,2015,Pune,1,25,Female,No,3,1,Reyansh Gupta
Bachelors,2015,Pune,2,24,Female,Yes,2,1,Vivek Rao
Bachelors,2017,Pune,2,26,Male,No,4,0,Vivek Patel
Bachelors,2015,Bangalore,3,28,Male,No,0,0,Abhishek Kumar
Bachelors,2016,Bangalore,3,28,Male,No,2,0,Krishna Iyer
Bachelors,2013,Pune,3,28,Female,Yes,3,1,Nikhil Ghosh
Bachelors,2017,Bangalore,3,27,Male,No,5,0,Aarav Das
Masters,2015,New Delhi,3,25,Male,No,3,0,Sunil Desai
Bachelors,2012,New Delhi,3,28,Female,No,4,0,Ayaan Banerjee
Bachelors,2012,Bangalore,3,26,Male,No,4,0,Sneha Mishra
Bachelors,2012,Bangalore,3,25,Male,No,3,0,Arjun Pillai
Masters,2017,New Delhi,3,25,Male,No,3,1,Ayaan Chatterjee
Bachelors,2017,Bangalore,3,25,Male,No,3,0,Tanvi Singh
Bachelors,2012,Bangalore,3,26,Female,No,4,0,Divya Chopra
Bachelors,2017,Bangalore,3,26,Female,No,4,0,Sai Patel
Masters,2017,New Delhi,2,25,Male,Yes,3,1,Rahul Banerjee
Bachelors,2015,Bangalore,3,25,Male,No,3,0,Om Chatterjee
Bachelors,2013,Bangalore,3,26,Female,No,4,0,Aditya Khan
Bachelors,2017,Pune,3,25,Female,No,3,1,Sunil Saxena
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,Neha Joshi
Bachelors,2016,Bangalore,3,27,Female,No,5,0,Amit Das
Bachelors,2018,Bangalore,3,25,Male,No,3,1,Sunil Pillai
Bachelors,2012,Bangalore,3,27,Female,Yes,5,0,Pallavi Shetty
Bachelors,2017,New Delhi,3,27,Female,No,5,0,Shiv Bhattacharya
Bachelors,2016,Bangalore,2,25,Male,No,3,1,Reyansh Desai
Bachelors,2016,Bangalore,3,28,Female,No,4,0,Vikas Sinha
Bachelors,2017,New Delhi,2,27,Male,No,5,0,Ananya Agarwal
Bachelors,2016,Bangalore,3,24,Female,No,2,0,Tanvi Reddy
Bachelors,2013,Bangalore,3,25,Male,No,3,0,Reyansh Agarwal
Bachelors,2017,New Delhi,2,25,Female,No,3,0,Shweta Saxena
Bachelors,2015,Pune,3,24,Male,No,2,0,Krishna Desai
Bachelors,2012,New Delhi,3,25,Female,No,3,0,Ayaan Pillai
PHD,2017,New Delhi,3,27,Female,No,5,0,Kriti Pillai
Bachelors,2014,Bangalore,3,25,Female,No,3,1,Abhishek Bhattacharya
Masters,2017,Bangalore,3,28,Male,No,2,0,Raj Sinha
Bachelors,2016,Pune,3,25,Male,No,3,0,Siddharth Gupta
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,Ritika Ghosh
Bachelors,2012,New Delhi,3,27,Male,No,5,0,Divya Verma
Bachelors,2012,Pune,3,25,Female,No,3,1,Reyansh Chatterjee
Masters,2015,New Delhi,3,27,Female,No,5,0,Aarav Kumar
Bachelors,2014,Bangalore,3,24,Male,No,2,0,Ishaan Sharma
Bachelors,2015,Pune,2,27,Female,No,5,1,Vivek Sharma
Bachelors,2014,Bangalore,3,25,Male,No,3,1,Siddharth Rao
Bachelors,2015,Bangalore,3,25,Male,No,3,0,Rohan Das
Bachelors,2018,New Delhi,3,26,Female,No,4,1,Karan Reddy
Bachelors,2017,Pune,2,26,Female,No,4,1,Priya Shetty
Bachelors,2014,Pune,2,24,Female,No,2,1,Nikhil Banerjee
Bachelors,2013,Bangalore,3,27,Male,No,5,0,Priya Saxena
Bachelors,2017,New Delhi,2,27,Male,No,5,0,Rohan Patel
PHD,2012,New Delhi,3,28,Female,No,1,0,Gaurav Sharma
Masters,2012,New Delhi,3,26,Female,No,4,1,Aishwarya Mehta
Bachelors,2014,Bangalore,3,27,Male,No,5,0,Nikhil Reddy
Bachelors,2013,Bangalore,3,28,Female,No,0,1,Priya Nair
Bachelors,2014,Pune,3,26,Male,No,4,0,Priya Verma
Bachelors,2016,Pune,2,24,Female,No,2,1,Abhishek Chatterjee
Bachelors,2015,Bangalore,1,24,Female,No,2,1,Meera Nair
Bachelors,2012,Bangalore,3,26,Female,No,4,0,Pooja Bhattacharya
Masters,2014,Pune,3,27,Male,No,5,0,Tanvi Mehta
Masters,2017,New Delhi,2,27,Male,No,5,1,Swati Khan
Masters,2017,New Delhi,1,25,Female,No,3,0,Pooja Joshi
Masters,2012,Pune,3,28,Male,No,0,1,Suresh Verma
Masters,2012,New Delhi,3,28,Male,No,2,1,Deepak Singh
Masters,2013,New Delhi,2,24,Male,No,2,1,Deepak Malhotra
Bachelors,2015,Pune,3,25,Female,No,3,1,Pooja Malhotra
Masters,2017,New Delhi,3,28,Male,No,5,0,Aishwarya Verma
Bachelors,2013,Bangalore,3,24,Male,No,2,0,Ananya Sharma
Masters,2015,Bangalore,3,28,Male,No,1,1,Tanvi Das
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,Raj Chatterjee
Bachelors,2015,Bangalore,3,24,Male,No,2,1,Pooja Mishra
Bachelors,2014,Pune,3,26,Male,No,4,0,Vikas Saxena
Bachelors,2013,New Delhi,3,25,Female,No,3,0,Rajesh Desai
Bachelors,2013,Bangalore,3,26,Male,No,4,0,Rahul Chopra
Bachelors,2018,New Delhi,3,28,Female,No,0,1,Suresh Sharma
Bachelors,2013,Bangalore,3,25,Female,No,3,0,Riya Reddy
PHD,2012,Pune,3,27,Male,No,5,0,Reyansh Singh
Bachelors,2013,Bangalore,3,24,Male,No,2,0,Ishaan Mehta
Bachelors,2013,Bangalore,3,28,Female,No,3,0,Sunil Iyer
Bachelors,2015,Pune,3,24,Male,No,2,0,Karan Jain
Bachelors,2013,Pune,3,27,Male,No,5,0,Vivaan Gupta
Bachelors,2012,New Delhi,3,27,Male,No,5,0,Rohan Khan
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,Pooja Khan
Bachelors,2013,Bangalore,3,26,Male,No,4,0,Sneha Singh
Bachelors,2015,Pune,2,24,Female,No,2,1,Shiv Sinha
Bachelors,2016,Bangalore,3,24,Male,No,2,0,Aishwarya Nair
PHD,2018,Bangalore,3,27,Female,No,5,1,Kriti Thakur
Bachelors,2015,Bangalore,3,26,Male,No,4,0,Deepak Banerjee
Bachelors,2015,New Delhi,1,26,Female,No,4,1,Kavya Rao
Bachelors,2015,Pune,2,24,Female,No,2,1,Om Chopra
Bachelors,2013,Pune,3,27,Male,No,5,0,Aarav Mehta
PHD,2016,New Delhi,3,24,Female,No,2,0,Krishna Bhattacharya
Bachelors,2013,Bangalore,3,26,Male,No,4,0,Tanvi Malhotra
Bachelors,2015,Bangalore,3,28,Male,No,5,0,Riya Thakur
Bachelors,2015,Bangalore,3,26,Female,No,4,0,Ayaan Rao
Bachelors,2016,Bangalore,3,27,Female,No,5,0,Gaurav Thakur
Bachelors,2017,Pune,3,25,Female,No,3,1,Neha Kumar
Masters,2017,New Delhi,2,26,Male,No,4,1,Manoj Nair
Bachelors,2012,Bangalore,3,27,Male,No,5,0,Suresh Banerjee
Bachelors,2014,Bangalore,3,26,Female,No,4,1,Meera Thakur
Bachelors,2015,Pune,2,25,Female,No,3,1,Meera Saxena
Bachelors,2013,Bangalore,3,26,Male,No,4,0,Divya Malhotra
Bachelors,2017,Pune,2,28,Male,No,1,1,Reyansh Patel
Bachelors,2014,Bangalore,3,25,Male,No,3,0,Nikhil Nair
Bachelors,2013,Bangalore,3,27,Male,No,5,0,Vivek Shetty
PHD,2013,Bangalore,3,26,Male,No,4,0,Gaurav Nair
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,Abhishek Patel
Bachelors,2017,Bangalore,1,28,Female,No,3,0,Aarav Nair
Bachelors,2014,Bangalore,3,26,Male,No,4,0,Anil Rao
Bachelors,2015,New Delhi,3,27,Male,No,5,0,Kavya Malhotra
Masters,2013,Pune,2,28,Male,No,2,1,Gaurav Malhotra
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,Aditya Das
Masters,2017,New Delhi,2,26,Male,No,4,0,Reyansh Jain
Masters,2016,New Delhi,3,25,Male,No,3,0,Amit Sharma
Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,Aditya Mehta
Masters,2017,New Delhi,2,28,Female,No,2,0,Om Ghosh
Bachelors,2012,Bangalore,1,27,Male,No,5,1,Kriti Yadav
Bachelors,2018,Bangalore,3,27,Male,No,5,1,Krishna Shetty
Bachelors,2016,Bangalore,3,24,Female,No,2,0,Abhishek Khan
Bachelors,2017,Pune,3,26,Male,No,4,0,Rohan Sharma
Bachelors,2017,New Delhi,3,25,Female,No,3,0,Vivek Kumar
Bachelors,2015,Pune,3,28,Female,Yes,5,1,Swati Malhotra
Bachelors,2015,Bangalore,3,26,Male,No,4,1,Nikhil Agarwal
Masters,2015,Pune,2,26,Female,Yes,4,1,Shweta Chopra
Masters,2015,Pune,3,25,Male,No,3,1,Anjali Khan
Bachelors,2016,Pune,3,27,Female,No,5,1,Karan Gupta
Bachelors,2013,Bangalore,3,25,Male,No,3,0,Krishna Sharma
Bachelors,2018,Pune,3,26,Male,Yes,4,1,Tanvi Joshi
Bachelors,2014,Bangalore,3,27,Female,No,5,0,Vihaan Sharma
Bachelors,2017,Bangalore,1,25,Male,No,3,0,Swati Mehta
Bachelors,2015,New Delhi,3,26,Male,No,4,0,Om Singh
Bachelors,2015,Pune,3,24,Female,No,2,1,Kriti Sharma
Bachelors,2015,Bangalore,3,28,Male,No,2,0,Nidhi Mehta
Bachelors,2014,Pune,2,26,Female,No,4,1,Vihaan Joshi
Bachelors,2017,Bangalore,3,27,Male,No,5,1,Vikas Rao
Bachelors,2014,Bangalore,3,26,Male,No,4,0,Arjun Yadav
Bachelors,2018,New Delhi,3,28,Female,No,5,1,Gaurav Reddy
Bachelors,2015,Bangalore,3,28,Male,No,0,1,Pallavi Pillai
Bachelors,2016,New Delhi,3,28,Female,No,3,0,Priya Banerjee
Bachelors,2017,Bangalore,3,25,Male,No,3,0,Krishna Chopra
Bachelors,2015,Pune,3,24,Female,No,2,1,Vivaan Sinha
Masters,2018,New Delhi,3,28,Male,No,2,1,Amit Bhattacharya
Bachelors,2015,Bangalore,3,27,Female,No,5,0,Ayaan Mishra
Bachelors,2017,Bangalore,3,24,Male,No,2,1,Deepak Sharma
Bachelors,2017,New Delhi,2,28,Female,No,0,0,Nikhil Yadav
Bachelors,2015,Bangalore,3,25,Male,No,3,0,Vivek Chopra
Bachelors,2012,Bangalore,3,28,Male,No,2,0,Ritika Joshi
Bachelors,2013,Bangalore,3,26,Male,No,4,0,Radhika Joshi
Bachelors,2016,Bangalore,1,24,Male,No,2,0,Vivek Gupta
Bachelors,2016,Pune,3,27,Male,No,5,0,Nidhi Patel
Bachelors,2013,Pune,3,24,Male,No,2,0,Tanvi Sinha
Masters,2017,Pune,2,26,Female,No,4,1,Deepak Chopra
Bachelors,2017,New Delhi,3,26,Male,No,4,0,Ananya Reddy
Bachelors,2018,Pune,3,25,Female,No,3,1,Sanjana Chopra
Bachelors,2018,Bangalore,3,24,Male,No,2,1,Rahul Verma
Bachelors,2015,Pune,3,24,Male,Yes,2,0,Kriti Das
Bachelors,2013,Bangalore,3,24,Female,No,2,1,Aditya Agarwal
Bachelors,2013,Pune,2,28,Male,Yes,0,1,Gaurav Gupta
Bachelors,2018,Bangalore,3,24,Male,No,2,1,Nikhil Mishra
Bachelors,2014,Bangalore,3,24,Male,No,2,0,Ishaan Bhattacharya
Bachelors,2016,Bangalore,3,28,Female,No,5,0,Gaurav Pillai
Bachelors,2014,Bangalore,3,25,Male,No,3,0,Reyansh Verma
Bachelors,2014,Bangalore,3,26,Female,No,4,0,Rohan Nair
Masters,2017,Bangalore,2,28,Male,No,2,0,Meera Chopra
Bachelors,2012,Bangalore,3,27,Male,No,5,0,Raj Shetty
Bachelors,2016,Bangalore,3,27,Female,No,5,0,Aishwarya Singh
Masters,2018,Bangalore,3,28,Male,No,2,1,Vivek Pillai
Bachelors,2017,Bangalore,3,24,Male,No,2,0,Meera Khan
Bachelors,2012,Pune,3,24,Male,No,2,0,Vivaan Das
Bachelors,2016,New Delhi,3,28,Male,No,0,0,Anil Khan
Bachelors,2012,Bangalore,3,27,Male,No,5,0,Sneha Khan
Bachelors,2014,Bangalore,3,27,Male,No,5,0,Priya Yadav
Bachelors,2017,Bangalore,3,24,Male,No,2,1,Ritika Saxena
Bachelors,2012,Bangalore,1,27,Male,No,5,0,Divya Sharma
Bachelors,2017,Bangalore,3,28,Female,No,5,0,Anil Yadav
Bachelors,2014,Pune,3,25,Male,No,3,0,Tanvi Chopra
Bachelors,2015,Pune,3,25,Male,No,3,0,Om Reddy
Bachelors,2017,Pune,2,28,Male,No,0,1,Raj Iyer
Bachelors,2015,Pune,2,26,Female,No,4,1,Rajesh Ghosh
Bachelors,2015,Pune,2,27,Female,No,5,1,Manoj Yadav
Bachelors,2015,Pune,3,26,Female,No,4,1,Nidhi Malhotra
Bachelors,2015,Bangalore,2,28,Female,No,3,1,Kriti Sinha
Bachelors,2012,Pune,3,25,Male,No,3,0,Raj Kumar
Bachelors,2013,Bangalore,3,25,Male,Yes,3,1,Ishaan Shetty
Bachelors,2016,New Delhi,3,26,Male,No,4,0,Anjali Verma
PHD,2018,New Delhi,3,24,Female,No,2,1,Arjun Desai
Bachelors,2014,Bangalore,3,27,Female,No,5,0,Ritika Verma
Masters,2017,New Delhi,2,26,Male,Yes,4,1,Aditya Kumar
Bachelors,2015,Pune,2,27,Female,No,5,1,Anand Mehta
Bachelors,2014,Bangalore,3,24,Male,No,2,0,Rajesh Verma
Masters,2017,Pune,2,25,Female,No,3,0,Divya Saxena
Bachelors,2017,New Delhi,3,28,Female,No,2,0,Raj Gupta
Bachelors,2014,Bangalore,3,27,Male,Yes,5,0,Aishwarya Thakur
Bachelors,2012,Bangalore,3,24,Male,No,2,0,Anand Chopra
Bachelors,2018,Pune,3,24,Male,No,2,1,Ananya Nair
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,Gaurav Joshi
Bachelors,2015,New Delhi,3,28,Female,No,3,0,Abhishek Verma
Bachelors,2015,Pune,3,27,Female,No,5,1,Sai Saxena
Bachelors,2015,Bangalore,3,28,Male,No,5,0,Anjali Sinha
Bachelors,2015,New Delhi,2,27,Female,Yes,5,1,Sanjana Joshi
Bachelors,2016,Bangalore,3,27,Male,No,5,0,Gaurav Rao
Masters,2017,New Delhi,3,27,Female,No,5,1,Aishwarya Sinha
Bachelors,2017,Pune,2,26,Female,No,4,1,Rohan Gupta
Bachelors,2015,Pune,3,27,Female,No,5,1,Riya Banerjee
Bachelors,2018,Pune,3,27,Female,No,5,1,Nidhi Jain
Bachelors,2012,Bangalore,3,25,Male,No,3,0,Aditya Pillai
Bachelors,2017,Bangalore,3,25,Male,No,3,0,Rahul Khan
PHD,2013,New Delhi,3,27,Female,No,5,1,Ayaan Bhattacharya
Bachelors,2016,Bangalore,3,28,Male,No,2,0,
Bachelors,2012,Bangalore,3,25,Female,Yes,3,0,
Bachelors,2015,Bangalore,3,27,Male,No,5,0,
Bachelors,2016,Pune,2,24,Female,No,2,1,
Bachelors,2016,Bangalore,3,26,Male,No,4,1,
Bachelors,2014,Pune,3,27,Male,Yes,5,0,
Bachelors,2013,Bangalore,3,24,Male,Yes,2,0,
Bachelors,2017,Bangalore,3,25,Male,No,3,1,
Bachelors,2017,Pune,2,24,Female,No,2,1,
Bachelors,2013,Bangalore,3,27,Male,No,5,0,
Masters,2013,Bangalore,3,26,Female,No,4,1,
Bachelors,2012,Pune,3,25,Female,No,3,1,
Bachelors,2015,New Delhi,3,28,Female,No,2,0,
Masters,2017,New Delhi,2,24,Female,No,2,0,
Masters,2013,New Delhi,3,26,Male,No,4,1,
Bachelors,2014,Bangalore,3,26,Male,No,4,0,
PHD,2016,New Delhi,3,24,Female,No,2,0,
Bachelors,2017,New Delhi,3,26,Male,No,4,0,
Bachelors,2016,Bangalore,3,26,Male,No,4,0,
Bachelors,2014,Bangalore,3,27,Male,No,5,0,
Bachelors,2017,New Delhi,3,28,Female,No,0,0,
PHD,2016,New Delhi,3,27,Female,No,5,0,
Masters,2014,Bangalore,3,28,Female,No,4,1,
Bachelors,2014,Bangalore,3,28,Female,No,2,0,
Bachelors,2017,Bangalore,3,24,Female,No,2,0,
Masters,2015,New Delhi,3,28,Male,No,0,0,
Bachelors,2015,Pune,2,25,Female,No,3,1,
Masters,2017,Pune,2,27,Male,No,5,1,
Bachelors,2014,Pune,2,25,Female,No,3,1,
Bachelors,2015,Pune,2,28,Female,Yes,2,1,
Bachelors,2013,Pune,3,25,Male,No,3,0,
Bachelors,2013,Pune,1,26,Female,No,4,1,
Bachelors,2012,Pune,2,27,Female,No,5,1,
Masters,2017,New Delhi,3,28,Male,No,0,0,
Bachelors,2012,Bangalore,3,28,Female,No,1,0,
Bachelors,2015,Pune,2,25,Female,Yes,3,1,
Bachelors,2015,Bangalore,3,26,Male,No,4,0,
Bachelors,2015,Bangalore,3,24,Female,No,2,0,
Bachelors,2018,New Delhi,3,24,Female,No,2,1,
Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,
PHD,2012,Pune,3,27,Male,No,5,0,
Bachelors,2012,Bangalore,3,26,Male,No,4,0,
Bachelors,2013,Bangalore,3,25,Male,No,3,1,
Bachelors,2015,New Delhi,3,24,Female,No,2,0,
Bachelors,2013,Pune,3,24,Female,No,2,0,
Bachelors,2016,Pune,3,24,Male,No,2,0,
Bachelors,2018,Pune,3,24,Male,Yes,2,1,
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,
Bachelors,2018,Bangalore,3,26,Male,No,4,1,
Bachelors,2012,Pune,3,24,Female,No,2,1,
Masters,2017,New Delhi,3,27,Male,No,5,1,
Bachelors,2012,Bangalore,3,26,Male,No,4,0,
Bachelors,2013,Bangalore,3,27,Male,No,5,0,
Bachelors,2015,New Delhi,3,25,Female,No,3,0,
Bachelors,2018,Bangalore,3,24,Female,No,2,1,
Bachelors,2014,Bangalore,3,28,Male,No,4,0,
Bachelors,2013,Pune,1,26,Female,No,4,1,
Bachelors,2015,Bangalore,3,27,Male,No,5,0,
Bachelors,2013,Bangalore,3,24,Male,No,2,0,
Bachelors,2016,Bangalore,3,26,Male,No,4,1,
Bachelors,2013,Bangalore,3,25,Female,No,3,1,
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,
Bachelors,2017,Pune,3,26,Male,No,4,0,
Bachelors,2018,Pune,2,28,Female,No,5,1,
Masters,2017,Pune,2,27,Male,No,5,0,
Bachelors,2013,Bangalore,3,25,Female,No,3,0,
Bachelors,2017,Bangalore,3,24,Male,No,2,0,
Bachelors,2017,New Delhi,2,25,Female,No,3,0,
Bachelors,2018,Pune,3,27,Female,No,5,1,
Bachelors,2016,Pune,3,27,Male,No,5,0,
Bachelors,2013,Bangalore,1,24,Male,No,2,0,
Bachelors,2012,Bangalore,1,28,Male,No,3,0,
Bachelors,2016,Pune,2,28,Female,No,3,1,
Bachelors,2016,Pune,3,24,Male,No,2,0,
Bachelors,2017,Bangalore,3,28,Male,No,3,0,
Bachelors,2017,Pune,2,28,Male,No,3,0,
Bachelors,2017,Bangalore,3,25,Female,No,3,1,
Bachelors,2015,Bangalore,3,25,Male,No,3,0,
Masters,2013,New Delhi,3,25,Male,No,3,1,
Bachelors,2017,Bangalore,3,24,Male,No,2,0,
Bachelors,2013,Pune,3,27,Male,No,5,0,
Bachelors,2013,Pune,2,24,Female,No,2,1,
Bachelors,2017,Bangalore,3,28,Male,No,1,1,
Bachelors,2012,Bangalore,3,25,Male,No,3,0,
Bachelors,2014,Pune,3,26,Male,No,4,0,
Bachelors,2015,Pune,1,24,Female,No,2,1,
Masters,2013,New Delhi,3,24,Female,Yes,2,1,
Bachelors,2014,Bangalore,3,25,Male,No,3,0,
Bachelors,2017,New Delhi,2,26,Male,No,4,0,
Bachelors,2014,Bangalore,3,25,Male,No,3,0,
Masters,2013,New Delhi,3,25,Male,No,3,1,
Bachelors,2014,Bangalore,3,24,Male,No,2,0,
Bachelors,2014,Pune,2,28,Female,No,3,1,
Masters,2015,New Delhi,3,28,Male,No,2,0,
Bachelors,2015,Bangalore,3,28,Male,No,5,0,
Bachelors,2017,Bangalore,3,24,Male,No,2,0,
Bachelors,2014,Pune,3,27,Male,No,5,0,
Bachelors,2015,Pune,2,28,Female,No,5,1,
Masters,2017,New Delhi,2,26,Female,No,4,1,
Bachelors,2016,New Delhi,3,26,Female,No,4,0,
Bachelors,2016,Bangalore,3,26,Female,No,4,0,
Bachelors,2013,New Delhi,3,27,Female,No,5,0,
Bachelors,2014,Bangalore,3,28,Male,No,3,0,
Bachelors,2017,New Delhi,3,25,Male,No,3,0,
Bachelors,2015,Bangalore,1,27,Male,No,5,0,
Bachelors,2013,Bangalore,3,26,Male,No,4,0,
Bachelors,2014,Bangalore,3,24,Female,No,2,0,
Bachelors,2014,Pune,2,26,Male,No,4,0,
Bachelors,2013,Bangalore,3,24,Male,No,2,1,
Bachelors,2012,Bangalore,3,25,Male,No,3,0,
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,
Bachelors,2012,Bangalore,3,28,Male,No,1,0,
Masters,2017,New Delhi,2,25,Female,No,3,1,
Bachelors,2014,Bangalore,3,25,Male,No,3,0,
Bachelors,2016,Pune,2,27,Female,No,5,1,
Bachelors,2017,Pune,3,28,Male,No,3,0,
Masters,2017,New Delhi,3,28,Male,No,2,0,
PHD,2018,Pune,3,26,Male,No,4,1,
Masters,2017,New Delhi,2,24,Male,No,2,1,
Bachelors,2014,Bangalore,3,28,Male,No,0,0,
Masters,2015,Pune,3,26,Female,No,4,0,
Bachelors,2016,Bangalore,3,27,Male,No,5,1,
Bachelors,2016,New Delhi,3,28,Female,No,4,0,
Bachelors,2012,Pune,3,26,Male,No,4,0,
Masters,2015,Bangalore,2,27,Female,No,5,1,
Masters,2017,Pune,1,28,Male,No,0,0,
Masters,2015,New Delhi,3,28,Female,No,2,0,
Bachelors,2017,Bangalore,3,26,Male,No,4,1,
Bachelors,2017,Pune,3,28,Female,No,4,1,
Bachelors,2015,Pune,3,25,Male,No,3,0,
Masters,2017,New Delhi,2,27,Female,No,5,0,
Masters,2015,Pune,2,27,Female,No,5,0,
Bachelors,2015,Bangalore,3,25,Male,No,3,1,
Bachelors,2013,Bangalore,3,28,Female,No,1,0,
Bachelors,2015,Pune,3,25,Female,No,3,1,
Bachelors,2012,Bangalore,3,28,Female,No,2,1,
Bachelors,2016,Pune,3,27,Female,No,5,1,
Bachelors,2016,Bangalore,3,26,Male,No,4,0,
PHD,2018,New Delhi,3,26,Male,No,4,1,
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Bachelors,2018,Pune,3,28,Male,No,2,1,
Bachelors,2013,Bangalore,3,24,Male,No,2,0,
Bachelors,2013,New Delhi,3,26,Male,No,4,0,
Bachelors,2013,Bangalore,3,28,Male,Yes,1,0,
Masters,2017,New Delhi,2,28,Female,No,2,0,
Bachelors,2016,Bangalore,1,24,Male,No,2,0,
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Bachelors,2014,Pune,2,27,Female,No,5,1,
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Bachelors,2017,New Delhi,3,27,Male,No,5,0,
Masters,2018,New Delhi,3,24,Male,No,2,1,
Bachelors,2016,Bangalore,3,26,Male,No,4,1,
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,
Bachelors,2017,New Delhi,3,26,Female,No,4,0,
Bachelors,2016,Pune,3,28,Male,No,3,0,
Bachelors,2015,New Delhi,3,26,Male,No,4,0,
Bachelors,2014,Bangalore,3,26,Male,No,4,1,
Bachelors,2017,Pune,2,24,Female,No,2,1,
Bachelors,2016,Bangalore,3,26,Male,No,4,1,
PHD,2016,New Delhi,1,26,Male,No,4,0,
Bachelors,2018,Bangalore,3,24,Female,No,2,1,
Bachelors,2017,Bangalore,2,28,Female,No,1,0,
Bachelors,2013,Bangalore,3,24,Female,No,2,0,
Masters,2014,New Delhi,3,25,Female,No,3,0,
Bachelors,2012,Pune,1,26,Male,No,4,0,
Bachelors,2014,Bangalore,3,28,Male,No,5,0,
Bachelors,2013,Bangalore,3,28,Male,No,2,1,
Masters,2017,Pune,2,27,Male,No,5,0,
Bachelors,2016,Bangalore,3,28,Male,Yes,0,0,
Bachelors,2014,New Delhi,3,25,Male,No,3,0,
Bachelors,2013,Bangalore,3,25,Female,No,3,1,
Bachelors,2017,Bangalore,3,24,Female,No,2,1,
Bachelors,2015,Bangalore,3,26,Female,No,4,0,
Bachelors,2014,Bangalore,3,28,Male,No,4,0,
Bachelors,2017,New Delhi,2,28,Male,No,0,0,
Masters,2017,New Delhi,3,24,Female,No,2,0,
PHD,2017,Pune,3,27,Male,No,5,0,
Bachelors,2015,Bangalore,3,28,Female,No,5,0,
Bachelors,2017,New Delhi,3,25,Female,No,3,0,
Masters,2017,Bangalore,3,25,Male,No,3,0,
Masters,2017,Bangalore,1,26,Male,No,4,0,
Bachelors,2014,Bangalore,3,25,Male,No,3,1,
Bachelors,2016,Bangalore,3,27,Male,No,5,1,
Bachelors,2013,Bangalore,3,24,Male,No,2,0,
Bachelors,2012,Bangalore,3,25,Male,No,3,0,
Bachelors,2014,Pune,3,25,Male,No,3,1,
Bachelors,2018,Bangalore,3,25,Female,No,3,1,
Masters,2012,Pune,3,26,Male,No,4,1,
PHD,2016,Bangalore,3,25,Male,No,3,0,
Bachelors,2015,Bangalore,3,25,Male,No,3,0,
Bachelors,2017,New Delhi,2,25,Male,No,3,1,
Bachelors,2015,New Delhi,3,27,Female,No,5,0,
Bachelors,2017,Pune,3,26,Male,No,4,0,
Bachelors,2016,Pune,3,26,Male,No,4,0,
Bachelors,2018,Bangalore,3,26,Male,No,4,1,
Masters,2018,New Delhi,3,25,Female,No,3,1,
Masters,2017,Pune,2,25,Male,No,3,0,
Masters,2014,Bangalore,3,24,Female,No,2,0,
Bachelors,2014,Pune,3,28,Female,No,2,1,
Bachelors,2012,Bangalore,3,26,Male,No,4,0,
Bachelors,2017,Pune,3,26,Male,No,4,0,
Bachelors,2014,Pune,2,28,Female,No,0,1,
Bachelors,2017,New Delhi,3,25,Female,Yes,3,0,
Bachelors,2014,Bangalore,3,25,Male,No,3,0,
Bachelors,2012,Bangalore,3,26,Male,No,4,0,
Bachelors,2014,Bangalore,3,26,Male,No,4,0,
Bachelors,2017,Bangalore,3,26,Female,No,4,0,
Masters,2017,Bangalore,2,26,Male,No,4,1,
Bachelors,2017,New Delhi,3,25,Female,No,3,0,
Bachelors,2018,Bangalore,3,25,Male,No,3,1,
Bachelors,2014,New Delhi,3,27,Female,No,5,0,
Bachelors,2017,Bangalore,3,28,Male,No,5,0,
Bachelors,2015,Bangalore,1,24,Female,No,2,0,
Bachelors,2013,Bangalore,3,27,Male,No,5,1,
Bachelors,2018,Bangalore,3,26,Female,No,4,1,
Masters,2017,New Delhi,2,28,Female,No,2,0,
Bachelors,2016,Pune,3,28,Female,No,4,1,
Bachelors,2016,Bangalore,3,25,Male,No,3,0,
Bachelors,2015,Pune,3,27,Female,Yes,5,1,
Bachelors,2015,Bangalore,3,26,Male,No,4,1,
Bachelors,2015,Pune,3,28,Female,Yes,5,1,
Bachelors,2013,Pune,3,27,Male,No,5,0,
Masters,2017,Pune,2,25,Male,No,3,0,
Bachelors,2015,Pune,2,25,Female,Yes,3,1,
Bachelors,2015,Pune,2,24,Female,No,2,1,
Masters,2017,New Delhi,2,28,Female,No,2,0,
